SIMULATE WITH PROPERTIES:
---------------------------
BAMCP with ENV: N-armed Bernoulli Bandits
Miscalibration with Options: ['Sets a cost to sampling a bandit, with known bandit having a value of 0.', 'Unfavorable prior for non-zero bandit(s)']
BAMCP Settings: Discount: 0.950000, Epsilon: 0.100000, Num_Sims: 1500, Num_Steps: 50, Num_Trials: 10
BAMCP Priors: (Alpha=[[ 0.  0.]], Beta=[[ 0.  0.]])
True bandit probabilities: [ 0.5  1. ]
---------------------------
Acton: 0 | Reward: -0.100000
Steps Taken: 16 | Time Diff: 304.74
Acton: 0 | Reward: -0.100000
Steps Taken: 17 | Time Diff: 309.38
Acton: 0 | Reward: -0.100000
Steps Taken: 18 | Time Diff: 314.0
Acton: 0 | Reward: -0.100000
Steps Taken: 19 | Time Diff: 318.63
Acton: 0 | Reward: -0.100000
Steps Taken: 20 | Time Diff: 323.24
Acton: 0 | Reward: -0.100000
Steps Taken: 21 | Time Diff: 327.88
Acton: 0 | Reward: -0.100000
Steps Taken: 22 | Time Diff: 332.48
Acton: 0 | Reward: -0.100000
Steps Taken: 23 | Time Diff: 337.07
Acton: 0 | Reward: 0.900000
Steps Taken: 24 | Time Diff: 341.66
Acton: 0 | Reward: 0.900000
Steps Taken: 25 | Time Diff: 346.27
Acton: 0 | Reward: 0.900000
Steps Taken: 26 | Time Diff: 350.88
Acton: 0 | Reward: 0.900000
Steps Taken: 27 | Time Diff: 355.48
Acton: 0 | Reward: 0.900000
Steps Taken: 28 | Time Diff: 360.11
Acton: 0 | Reward: -0.100000
Steps Taken: 29 | Time Diff: 364.71
Acton: 0 | Reward: 0.900000
Steps Taken: 30 | Time Diff: 369.32
Acton: 0 | Reward: -0.100000
Steps Taken: 31 | Time Diff: 373.92
Acton: 0 | Reward: 0.900000
Steps Taken: 32 | Time Diff: 378.52
Acton: 0 | Reward: 0.900000
Steps Taken: 33 | Time Diff: 383.13
Acton: 0 | Reward: 0.900000
Steps Taken: 34 | Time Diff: 387.75
Acton: 0 | Reward: -0.100000
Steps Taken: 35 | Time Diff: 392.39
Acton: 0 | Reward: -0.100000
Steps Taken: 36 | Time Diff: 397.0
Acton: 0 | Reward: 0.900000
Steps Taken: 37 | Time Diff: 401.62
Acton: 0 | Reward: -0.100000
Steps Taken: 38 | Time Diff: 406.22
Acton: 0 | Reward: 0.900000
Steps Taken: 39 | Time Diff: 410.83
Acton: 0 | Reward: 0.900000
Steps Taken: 40 | Time Diff: 415.44
Acton: 0 | Reward: 0.900000
Steps Taken: 41 | Time Diff: 420.06
Acton: 0 | Reward: -0.100000
Steps Taken: 42 | Time Diff: 424.65
Acton: 0 | Reward: 0.900000
Steps Taken: 43 | Time Diff: 429.26
Acton: 0 | Reward: 0.900000
Steps Taken: 44 | Time Diff: 433.87
Acton: 0 | Reward: 0.900000
Steps Taken: 45 | Time Diff: 438.48
Acton: 0 | Reward: -0.100000
Steps Taken: 46 | Time Diff: 443.09
Acton: 0 | Reward: 0.900000
Steps Taken: 47 | Time Diff: 447.69
Acton: 0 | Reward: -0.100000
Steps Taken: 48 | Time Diff: 452.3
Acton: 0 | Reward: -0.100000
Steps Taken: 49 | Time Diff: 456.93
Acton: 0 | Reward: 0.900000
Steps Taken: 50 | Time Diff: 461.56
Acton: 0 | Reward: 0.900000
Steps Taken: 1 | Time Diff: 466.19
Acton: 0 | Reward: 0.900000
Steps Taken: 2 | Time Diff: 470.79
Acton: 0 | Reward: 0.900000
Steps Taken: 3 | Time Diff: 475.39
Acton: 0 | Reward: 0.900000
Steps Taken: 4 | Time Diff: 479.98
Acton: 0 | Reward: 0.900000
Steps Taken: 5 | Time Diff: 484.58
Acton: 0 | Reward: -0.100000
Steps Taken: 6 | Time Diff: 489.18
Acton: 0 | Reward: -0.100000
Steps Taken: 7 | Time Diff: 493.78
Acton: 0 | Reward: -0.100000
Steps Taken: 8 | Time Diff: 498.39
Acton: 0 | Reward: -0.100000
Steps Taken: 9 | Time Diff: 503.01
Acton: 0 | Reward: 0.900000
Steps Taken: 10 | Time Diff: 507.63
Acton: 0 | Reward: 0.900000
Steps Taken: 11 | Time Diff: 512.25
Acton: 0 | Reward: 0.900000
Steps Taken: 12 | Time Diff: 516.91
Acton: 0 | Reward: -0.100000
Steps Taken: 13 | Time Diff: 521.57
Acton: 0 | Reward: 0.900000
Steps Taken: 14 | Time Diff: 526.19
Acton: 0 | Reward: 0.900000
Steps Taken: 15 | Time Diff: 530.81
Acton: 0 | Reward: -0.100000
Steps Taken: 16 | Time Diff: 535.44
Acton: 0 | Reward: 0.900000
Steps Taken: 17 | Time Diff: 540.06
Acton: 0 | Reward: -0.100000
Steps Taken: 18 | Time Diff: 544.7
Acton: 0 | Reward: -0.100000
Steps Taken: 19 | Time Diff: 549.32
Acton: 0 | Reward: -0.100000
Steps Taken: 20 | Time Diff: 553.94
Acton: 0 | Reward: -0.100000
Steps Taken: 21 | Time Diff: 558.56
Acton: 0 | Reward: 0.900000
Steps Taken: 22 | Time Diff: 563.2
Acton: 0 | Reward: 0.900000
Steps Taken: 23 | Time Diff: 567.83
Acton: 0 | Reward: -0.100000
Steps Taken: 24 | Time Diff: 572.45
Acton: 0 | Reward: -0.100000
Steps Taken: 25 | Time Diff: 577.08
Acton: 0 | Reward: 0.900000
Steps Taken: 26 | Time Diff: 581.71
Acton: 0 | Reward: 0.900000
Steps Taken: 27 | Time Diff: 586.33
Acton: 0 | Reward: 0.900000
Steps Taken: 28 | Time Diff: 590.98
Acton: 0 | Reward: 0.900000
Steps Taken: 29 | Time Diff: 595.6
Acton: 0 | Reward: -0.100000
Steps Taken: 30 | Time Diff: 600.25
Acton: 0 | Reward: -0.100000
Steps Taken: 31 | Time Diff: 604.88
Acton: 0 | Reward: 0.900000
Steps Taken: 32 | Time Diff: 609.53
Acton: 0 | Reward: 0.900000
Steps Taken: 33 | Time Diff: 614.18
Acton: 0 | Reward: -0.100000
Steps Taken: 34 | Time Diff: 618.82
Acton: 0 | Reward: -0.100000
Steps Taken: 35 | Time Diff: 623.42
Acton: 0 | Reward: -0.100000
Steps Taken: 36 | Time Diff: 628.05
Acton: 0 | Reward: 0.900000
Steps Taken: 37 | Time Diff: 632.66
Acton: 0 | Reward: 0.900000
Steps Taken: 38 | Time Diff: 637.28
Acton: 0 | Reward: 0.900000
Steps Taken: 39 | Time Diff: 641.91
Acton: 0 | Reward: 0.900000
Steps Taken: 40 | Time Diff: 646.54
Acton: 0 | Reward: 0.900000
Steps Taken: 41 | Time Diff: 651.16
Acton: 0 | Reward: 0.900000
Steps Taken: 42 | Time Diff: 655.79
Acton: 0 | Reward: -0.100000
Steps Taken: 43 | Time Diff: 660.4
Acton: 0 | Reward: 0.900000
Steps Taken: 44 | Time Diff: 665.02
Acton: 0 | Reward: 0.900000
Steps Taken: 45 | Time Diff: 669.62
Acton: 0 | Reward: 0.900000
Steps Taken: 46 | Time Diff: 674.24
Acton: 0 | Reward: 0.900000
Steps Taken: 47 | Time Diff: 678.85
Acton: 0 | Reward: 0.900000
Steps Taken: 48 | Time Diff: 683.48
Acton: 0 | Reward: 0.900000
Steps Taken: 49 | Time Diff: 688.09
Acton: 0 | Reward: 0.900000
Steps Taken: 50 | Time Diff: 692.74
Acton: 0 | Reward: 0.900000
Steps Taken: 1 | Time Diff: 697.35
Acton: 0 | Reward: -0.100000
Steps Taken: 2 | Time Diff: 701.98
Acton: 0 | Reward: -0.100000
Steps Taken: 3 | Time Diff: 706.59
Acton: 0 | Reward: -0.100000
Steps Taken: 4 | Time Diff: 711.23
Acton: 0 | Reward: -0.100000
Steps Taken: 5 | Time Diff: 715.84
Acton: 0 | Reward: 0.900000
Steps Taken: 6 | Time Diff: 720.5
Acton: 0 | Reward: 0.900000
Steps Taken: 7 | Time Diff: 725.09
Acton: 0 | Reward: 0.900000
Steps Taken: 8 | Time Diff: 729.71
Acton: 0 | Reward: -0.100000
Steps Taken: 9 | Time Diff: 734.33
Acton: 0 | Reward: -0.100000
Steps Taken: 10 | Time Diff: 738.97
Acton: 0 | Reward: -0.100000
Steps Taken: 11 | Time Diff: 743.58
Acton: 0 | Reward: -0.100000
Steps Taken: 12 | Time Diff: 748.21
Acton: 0 | Reward: -0.100000
Steps Taken: 13 | Time Diff: 752.82
Acton: 0 | Reward: -0.100000
Steps Taken: 14 | Time Diff: 757.45
Acton: 0 | Reward: -0.100000
Steps Taken: 15 | Time Diff: 762.07
Acton: 0 | Reward: -0.100000
Steps Taken: 16 | Time Diff: 766.71
Acton: 0 | Reward: -0.100000
Steps Taken: 17 | Time Diff: 771.33
Acton: 0 | Reward: 0.900000
Steps Taken: 18 | Time Diff: 775.96
Acton: 0 | Reward: -0.100000
Steps Taken: 19 | Time Diff: 780.56
Acton: 0 | Reward: -0.100000
Steps Taken: 20 | Time Diff: 785.16
Acton: 0 | Reward: -0.100000
Steps Taken: 21 | Time Diff: 789.78
Acton: 0 | Reward: -0.100000
Steps Taken: 22 | Time Diff: 794.4
Acton: 0 | Reward: -0.100000
Steps Taken: 23 | Time Diff: 799.0
Acton: 0 | Reward: 0.900000
Steps Taken: 24 | Time Diff: 803.64
Acton: 0 | Reward: 0.900000
Steps Taken: 25 | Time Diff: 808.25
Acton: 0 | Reward: -0.100000
Steps Taken: 26 | Time Diff: 812.85
Acton: 0 | Reward: -0.100000
Steps Taken: 27 | Time Diff: 817.46
Acton: 0 | Reward: -0.100000
Steps Taken: 28 | Time Diff: 822.09
Acton: 0 | Reward: 0.900000
Steps Taken: 29 | Time Diff: 826.7
Acton: 1 | Reward: 0.000000
Steps Taken: 30 | Time Diff: 831.32
Acton: 0 | Reward: 0.900000
Steps Taken: 31 | Time Diff: 835.94
Acton: 0 | Reward: -0.100000
Steps Taken: 32 | Time Diff: 840.57
Acton: 0 | Reward: -0.100000
Steps Taken: 33 | Time Diff: 845.19
Acton: 0 | Reward: 0.900000
Steps Taken: 34 | Time Diff: 849.8
Acton: 0 | Reward: 0.900000
Steps Taken: 35 | Time Diff: 854.43
Acton: 0 | Reward: -0.100000
Steps Taken: 36 | Time Diff: 859.04
Acton: 0 | Reward: -0.100000
Steps Taken: 37 | Time Diff: 863.66
Acton: 0 | Reward: -0.100000
Steps Taken: 38 | Time Diff: 868.28
Acton: 0 | Reward: -0.100000
Steps Taken: 39 | Time Diff: 872.91
Acton: 0 | Reward: 0.900000
Steps Taken: 40 | Time Diff: 877.54
Acton: 0 | Reward: 0.900000
Steps Taken: 41 | Time Diff: 882.16
Acton: 0 | Reward: 0.900000
Steps Taken: 42 | Time Diff: 886.77
Acton: 0 | Reward: -0.100000
Steps Taken: 43 | Time Diff: 891.39
Acton: 0 | Reward: 0.900000
Steps Taken: 44 | Time Diff: 896.01
Acton: 0 | Reward: 0.900000
Steps Taken: 45 | Time Diff: 900.62
Acton: 0 | Reward: 0.900000
Steps Taken: 46 | Time Diff: 905.25
Acton: 0 | Reward: 0.900000
Steps Taken: 47 | Time Diff: 909.9
Acton: 0 | Reward: -0.100000
Steps Taken: 48 | Time Diff: 914.51
Acton: 0 | Reward: 0.900000
Steps Taken: 49 | Time Diff: 919.12
Acton: 0 | Reward: -0.100000
Steps Taken: 50 | Time Diff: 923.72
Acton: 0 | Reward: 0.900000
Steps Taken: 1 | Time Diff: 928.35
Acton: 0 | Reward: -0.100000
Steps Taken: 2 | Time Diff: 932.95
Acton: 0 | Reward: 0.900000
Steps Taken: 3 | Time Diff: 937.56
Acton: 0 | Reward: -0.100000
Steps Taken: 4 | Time Diff: 942.19
Acton: 0 | Reward: -0.100000
Steps Taken: 5 | Time Diff: 946.8
Acton: 0 | Reward: -0.100000
Steps Taken: 6 | Time Diff: 951.42
Acton: 0 | Reward: -0.100000
Steps Taken: 7 | Time Diff: 956.04
Acton: 0 | Reward: 0.900000
Steps Taken: 8 | Time Diff: 960.69
Acton: 0 | Reward: -0.100000
Steps Taken: 9 | Time Diff: 965.32
Acton: 0 | Reward: 0.900000
Steps Taken: 10 | Time Diff: 969.94
Acton: 0 | Reward: 0.900000
Steps Taken: 11 | Time Diff: 974.55
Acton: 0 | Reward: 0.900000
Steps Taken: 12 | Time Diff: 979.15
Acton: 0 | Reward: 0.900000
Steps Taken: 13 | Time Diff: 983.8
Acton: 0 | Reward: 0.900000
Steps Taken: 14 | Time Diff: 988.4
Acton: 0 | Reward: -0.100000
Steps Taken: 15 | Time Diff: 993.02
Acton: 0 | Reward: 0.900000
Steps Taken: 16 | Time Diff: 997.64
Acton: 0 | Reward: -0.100000
Steps Taken: 17 | Time Diff: 1002.25
Acton: 0 | Reward: 0.900000
Steps Taken: 18 | Time Diff: 1006.86
Acton: 0 | Reward: -0.100000
Steps Taken: 19 | Time Diff: 1011.48
Acton: 0 | Reward: 0.900000
Steps Taken: 20 | Time Diff: 1016.08
Acton: 0 | Reward: -0.100000
Steps Taken: 21 | Time Diff: 1020.7
Acton: 0 | Reward: 0.900000
Steps Taken: 22 | Time Diff: 1025.32
Acton: 0 | Reward: -0.100000
Steps Taken: 23 | Time Diff: 1029.94
Acton: 0 | Reward: 0.900000
Steps Taken: 24 | Time Diff: 1034.56
Acton: 0 | Reward: 0.900000
Steps Taken: 25 | Time Diff: 1039.18
Acton: 0 | Reward: -0.100000
Steps Taken: 26 | Time Diff: 1043.8
Acton: 0 | Reward: 0.900000
Steps Taken: 27 | Time Diff: 1048.39
Acton: 0 | Reward: 0.900000
Steps Taken: 28 | Time Diff: 1053.01
Acton: 0 | Reward: -0.100000
Steps Taken: 29 | Time Diff: 1057.64
Acton: 0 | Reward: 0.900000
Steps Taken: 30 | Time Diff: 1062.27
Acton: 0 | Reward: 0.900000
Steps Taken: 31 | Time Diff: 1066.89
Acton: 0 | Reward: -0.100000
Steps Taken: 32 | Time Diff: 1071.52
Acton: 0 | Reward: 0.900000
Steps Taken: 33 | Time Diff: 1076.14
Acton: 0 | Reward: 0.900000
Steps Taken: 34 | Time Diff: 1080.76
Acton: 0 | Reward: 0.900000
Steps Taken: 35 | Time Diff: 1085.38
Acton: 0 | Reward: -0.100000
Steps Taken: 36 | Time Diff: 1090.01
Acton: 0 | Reward: 0.900000
Steps Taken: 37 | Time Diff: 1094.65
Acton: 0 | Reward: -0.100000
Steps Taken: 38 | Time Diff: 1099.26
Acton: 0 | Reward: 0.900000
Steps Taken: 39 | Time Diff: 1103.87
Acton: 0 | Reward: -0.100000
Steps Taken: 40 | Time Diff: 1108.48
Acton: 0 | Reward: -0.100000
Steps Taken: 41 | Time Diff: 1113.1
Acton: 0 | Reward: -0.100000
Steps Taken: 42 | Time Diff: 1117.71
Acton: 0 | Reward: -0.100000
Steps Taken: 43 | Time Diff: 1122.34
Acton: 0 | Reward: 0.900000
Steps Taken: 44 | Time Diff: 1126.95
Acton: 0 | Reward: -0.100000
Steps Taken: 45 | Time Diff: 1131.56
Acton: 0 | Reward: -0.100000
Steps Taken: 46 | Time Diff: 1136.2
Acton: 0 | Reward: 0.900000
Steps Taken: 47 | Time Diff: 1140.85
Acton: 0 | Reward: 0.900000
Steps Taken: 48 | Time Diff: 1145.48
Acton: 0 | Reward: -0.100000
Steps Taken: 49 | Time Diff: 1150.12
Acton: 0 | Reward: 0.900000
Steps Taken: 50 | Time Diff: 1154.76
Acton: 0 | Reward: 0.900000
Steps Taken: 1 | Time Diff: 1159.36
Acton: 0 | Reward: 0.900000
Steps Taken: 2 | Time Diff: 1163.98
Acton: 0 | Reward: -0.100000
Steps Taken: 3 | Time Diff: 1168.61
Acton: 0 | Reward: 0.900000
Steps Taken: 4 | Time Diff: 1173.22
Acton: 0 | Reward: -0.100000
Steps Taken: 5 | Time Diff: 1177.83
Acton: 0 | Reward: 0.900000
Steps Taken: 6 | Time Diff: 1182.44
Acton: 0 | Reward: -0.100000
Steps Taken: 7 | Time Diff: 1187.06
Acton: 0 | Reward: -0.100000
Steps Taken: 8 | Time Diff: 1191.69
Acton: 0 | Reward: 0.900000
Steps Taken: 9 | Time Diff: 1196.3
Acton: 0 | Reward: -0.100000
Steps Taken: 10 | Time Diff: 1200.91
Acton: 0 | Reward: -0.100000
Steps Taken: 11 | Time Diff: 1205.53
Acton: 0 | Reward: -0.100000
Steps Taken: 12 | Time Diff: 1210.15
Acton: 0 | Reward: -0.100000
Steps Taken: 13 | Time Diff: 1214.76
Acton: 0 | Reward: 0.900000
Steps Taken: 14 | Time Diff: 1219.36
Acton: 0 | Reward: -0.100000
Steps Taken: 15 | Time Diff: 1223.98
Acton: 0 | Reward: 0.900000
Steps Taken: 16 | Time Diff: 1228.59
Acton: 0 | Reward: 0.900000
Steps Taken: 17 | Time Diff: 1233.2
Acton: 0 | Reward: -0.100000
Steps Taken: 18 | Time Diff: 1237.79
Acton: 0 | Reward: 0.900000
Steps Taken: 19 | Time Diff: 1242.4
Acton: 0 | Reward: 0.900000
Steps Taken: 20 | Time Diff: 1247.0
Acton: 0 | Reward: 0.900000
Steps Taken: 21 | Time Diff: 1251.62
Acton: 0 | Reward: -0.100000
Steps Taken: 22 | Time Diff: 1256.21
Acton: 0 | Reward: -0.100000
Steps Taken: 23 | Time Diff: 1260.84
Acton: 0 | Reward: -0.100000
Steps Taken: 24 | Time Diff: 1265.48
Acton: 0 | Reward: 0.900000
Steps Taken: 25 | Time Diff: 1270.12
Acton: 0 | Reward: 0.900000
Steps Taken: 26 | Time Diff: 1274.73
Acton: 0 | Reward: 0.900000
Steps Taken: 27 | Time Diff: 1279.36
Acton: 0 | Reward: -0.100000
Steps Taken: 28 | Time Diff: 1283.96
Acton: 0 | Reward: -0.100000
Steps Taken: 29 | Time Diff: 1288.56
Acton: 0 | Reward: 0.900000
Steps Taken: 30 | Time Diff: 1293.18
Acton: 0 | Reward: 0.900000
Steps Taken: 31 | Time Diff: 1297.8
Acton: 0 | Reward: -0.100000
Steps Taken: 32 | Time Diff: 1302.44
Acton: 0 | Reward: -0.100000
Steps Taken: 33 | Time Diff: 1307.05
Acton: 0 | Reward: -0.100000
Steps Taken: 34 | Time Diff: 1311.66
Acton: 0 | Reward: 0.900000
Steps Taken: 35 | Time Diff: 1316.28
Acton: 0 | Reward: -0.100000
Steps Taken: 36 | Time Diff: 1320.9
Acton: 0 | Reward: -0.100000
Steps Taken: 37 | Time Diff: 1325.53
Acton: 0 | Reward: 0.900000
Steps Taken: 38 | Time Diff: 1330.14
Acton: 0 | Reward: 0.900000
Steps Taken: 39 | Time Diff: 1334.76
Acton: 0 | Reward: 0.900000
Steps Taken: 40 | Time Diff: 1339.37
Acton: 0 | Reward: -0.100000
Steps Taken: 41 | Time Diff: 1343.98
Acton: 0 | Reward: -0.100000
Steps Taken: 42 | Time Diff: 1348.62
Acton: 0 | Reward: -0.100000
Steps Taken: 43 | Time Diff: 1353.23
Acton: 0 | Reward: 0.900000
Steps Taken: 44 | Time Diff: 1357.85
Acton: 0 | Reward: 0.900000
Steps Taken: 45 | Time Diff: 1362.45
Acton: 0 | Reward: 0.900000
Steps Taken: 46 | Time Diff: 1367.08
Acton: 0 | Reward: -0.100000
Steps Taken: 47 | Time Diff: 1371.71
Acton: 0 | Reward: 0.900000
Steps Taken: 48 | Time Diff: 1376.33
Acton: 0 | Reward: -0.100000
Steps Taken: 49 | Time Diff: 1380.95
Acton: 0 | Reward: -0.100000
Steps Taken: 50 | Time Diff: 1385.57
Acton: 0 | Reward: -0.100000
Steps Taken: 1 | Time Diff: 1390.15
Acton: 0 | Reward: -0.100000
Steps Taken: 2 | Time Diff: 1394.78
Acton: 1 | Reward: 0.000000
Steps Taken: 3 | Time Diff: 1399.38
Acton: 0 | Reward: 0.900000
Steps Taken: 4 | Time Diff: 1403.98
Acton: 0 | Reward: 0.900000
Steps Taken: 5 | Time Diff: 1408.6
Acton: 0 | Reward: 0.900000
Steps Taken: 6 | Time Diff: 1413.21
Acton: 0 | Reward: 0.900000
Steps Taken: 7 | Time Diff: 1417.82
Acton: 0 | Reward: -0.100000
Steps Taken: 8 | Time Diff: 1422.43
Acton: 0 | Reward: -0.100000
Steps Taken: 9 | Time Diff: 1427.08
Acton: 0 | Reward: 0.900000
Steps Taken: 10 | Time Diff: 1431.69
Acton: 0 | Reward: -0.100000
Steps Taken: 11 | Time Diff: 1436.32
Acton: 0 | Reward: 0.900000
Steps Taken: 12 | Time Diff: 1440.95
Acton: 0 | Reward: -0.100000
Steps Taken: 13 | Time Diff: 1445.59
Acton: 0 | Reward: 0.900000
Steps Taken: 14 | Time Diff: 1450.24
Acton: 0 | Reward: 0.900000
Steps Taken: 15 | Time Diff: 1454.86
Acton: 0 | Reward: -0.100000
Steps Taken: 16 | Time Diff: 1459.49
Acton: 0 | Reward: -0.100000
Steps Taken: 17 | Time Diff: 1464.11
Acton: 0 | Reward: 0.900000
Steps Taken: 18 | Time Diff: 1468.73
Acton: 0 | Reward: 0.900000
Steps Taken: 19 | Time Diff: 1473.33
Acton: 0 | Reward: 0.900000
Steps Taken: 20 | Time Diff: 1477.98
Acton: 0 | Reward: -0.100000
Steps Taken: 21 | Time Diff: 1482.61
Acton: 0 | Reward: 0.900000
Steps Taken: 22 | Time Diff: 1487.23
Acton: 0 | Reward: -0.100000
Steps Taken: 23 | Time Diff: 1491.85
Acton: 0 | Reward: 0.900000
Steps Taken: 24 | Time Diff: 1496.5
Acton: 0 | Reward: -0.100000
Steps Taken: 25 | Time Diff: 1501.12
Acton: 0 | Reward: 0.900000
Steps Taken: 26 | Time Diff: 1505.76
Acton: 0 | Reward: 0.900000
Steps Taken: 27 | Time Diff: 1510.38
Acton: 0 | Reward: 0.900000
Steps Taken: 28 | Time Diff: 1515.0
Acton: 0 | Reward: -0.100000
Steps Taken: 29 | Time Diff: 1519.65
Acton: 0 | Reward: -0.100000
Steps Taken: 30 | Time Diff: 1524.3
Acton: 0 | Reward: 0.900000
Steps Taken: 31 | Time Diff: 1528.94
Acton: 0 | Reward: -0.100000
Steps Taken: 32 | Time Diff: 1533.57
Acton: 0 | Reward: -0.100000
Steps Taken: 33 | Time Diff: 1538.21
Acton: 0 | Reward: -0.100000
Steps Taken: 34 | Time Diff: 1542.84
Acton: 0 | Reward: 0.900000
